property_type,sector,balcony,agePossession,luxury_category,floor_category,facing,bedRoom,bathroom,built_up_area,servant room,store room,furnishing_type,price
ind-house,sector 54,3+,Moderately Old,Class D,Low Floor,North,4,4,8036.0,1,1,1,25.0
flat,sohna road,2,New Property,Class C,Low Floor,North,1,1,360.0,0,0,1,0.24
flat,sector 104,2,Relatively New,Class C,Low Floor,North-East,1,1,301.0,0,0,1,0.26
flat,sector 67,3,Relatively New,Class B,High Floor,South-East,3,3,2724.0,1,0,1,3.49
ind-house,sector 66,3+,Relatively New,Class B,Low Floor,South-East,4,4,2115.0,1,1,1,8.8
flat,sector 85,3,Relatively New,Class A,Middle Floor,West,3,4,2028.0,1,0,1,2.0
flat,sector 48,3,Moderately Old,Class D,Low Floor,South-East,4,5,2167.0,0,0,0,2.5
flat,sector 2,3,Old Property,Class C,Middle Floor,North-East,2,2,1573.0,0,0,0,0.95
flat,sector 83,2,Moderately Old,Class B,Low Floor,South-West,3,2,1600.0,0,0,0,1.05
flat,sector 92,3,Relatively New,Class D,Middle Floor,North,4,4,2267.0,0,0,1,1.44
flat,sector 79,3+,Relatively New,Class A,Middle Floor,North-East,3,4,1697.0,1,0,1,1.72
flat,sector 104,3+,Relatively New,Class C,Low Floor,South-East,4,5,2991.0,1,1,1,1.35
ind-house,sector 7,2,Old Property,Class D,Low Floor,North-West,3,3,2250.0,0,0,1,3.1
flat,sector 70,0,Relatively New,Class D,Low Floor,East,3,5,1950.0,0,0,1,1.75
ind-house,sector 69,2,New Property,Class B,Low Floor,North,4,3,1800.0,0,0,2,2.95
flat,sector 81,3+,New Property,Class A,High Floor,West,3,4,1904.0,1,0,2,2.26
flat,sector 85,3+,Relatively New,Class B,Middle Floor,East,2,2,1381.0,0,1,1,1.2
flat,sector 65,3,New Property,Class D,Low Floor,North-East,2,2,1433.0,0,0,1,2.65
flat,sector 37d,3,Relatively New,Class D,Middle Floor,South,3,3,1374.0,0,0,0,1.72
ind-house,sector 13,3,Moderately Old,Class D,Low Floor,East,2,7,1300.0,0,0,1,1.5
flat,sector 99,0,New Property,Class C,High Floor,North-East,3,4,2400.0,0,0,1,1.6
ind-house,sector 109,3,Relatively New,Class A,Low Floor,North-East,5,6,7000.0,1,0,0,12.0
flat,sector 83,1,Relatively New,Class C,Middle Floor,North-East,1,1,520.0,0,0,2,0.4
flat,sector 37c,3+,Relatively New,Class B,Middle Floor,North-West,2,3,1300.0,0,0,1,0.87
ind-house,sector 76,0,New Property,Class D,Middle Floor,South-East,4,4,3111.0,0,0,1,1.75
flat,sector 113,3,New Property,Class C,Middle Floor,North,3,3,1806.0,0,0,1,2.0
ind-house,sector 66,3+,New Property,Class B,Low Floor,East,5,5,8067.799999999999,1,1,1,15.1
flat,sector 56,3,Old Property,Class C,Middle Floor,East,3,3,1800.0,0,0,0,1.35
flat,sector 79,3+,Under Construction,Class C,Low Floor,South,3,3,1200.0,0,0,1,1.15
ind-house,sector 39,3+,Relatively New,Class D,Low Floor,South-East,10,11,7000.0,0,0,0,7.0
flat,sector 9a,2,Old Property,Class D,Low Floor,North-West,3,3,1440.0,0,0,0,0.88
flat,sector 82,2,Relatively New,Class B,High Floor,North-East,3,4,1623.0,1,0,0,1.15
flat,sector 104,2,New Property,Class C,Low Floor,East,1,2,334.0,0,0,1,0.2
flat,sector 67a,3,New Property,Class A,Low Floor,East,3,4,1941.0,0,1,0,1.85
ind-house,sector 45,3+,Moderately Old,Class C,Low Floor,North-West,3,9,1836.0,0,0,0,4.49
flat,sector 65,3,Under Construction,Class D,Middle Floor,North,2,2,1592.0,0,0,1,2.29
flat,sector 92,3+,Relatively New,Class D,Low Floor,East,4,5,1809.0,1,0,1,0.9
flat,sector 83,2,Moderately Old,Class B,High Floor,South,3,3,1500.0,0,0,0,1.12
ind-house,sector 12,1,Old Property,Class D,Low Floor,East,1,1,1800.0,1,0,1,1.7
flat,sector 92,1,New Property,Class D,Middle Floor,East,2,2,646.0,0,0,0,0.45
flat,sector 109,3,Relatively New,Class C,Middle Floor,North,3,4,1899.0,1,0,1,2.15
flat,sector 95,1,New Property,Class C,Middle Floor,South,2,2,695.0,0,0,0,0.33
flat,sector 71,2,Relatively New,Class B,Middle Floor,North-East,3,4,1580.0,1,0,2,1.25
flat,sector 47,3+,Moderately Old,Class B,Low Floor,North-West,4,4,2860.0,0,1,0,1.8
ind-house,sector 70a,3+,New Property,Class A,Low Floor,North-East,2,2,1319.0,1,0,1,0.9
flat,sector 54,3+,Moderately Old,Class A,High Floor,North,4,5,3000.0,1,0,2,10.0
flat,sector 70a,3,New Property,Class B,Low Floor,East,2,2,1400.0,0,0,1,1.15
flat,sohna road,3,Relatively New,Class A,Low Floor,South-West,3,3,1344.0,0,0,1,0.78
flat,sector 65,2,Relatively New,Class B,Low Floor,East,3,3,1650.0,1,0,1,2.8
flat,sector 30,3+,Old Property,Class B,High Floor,North,3,5,2367.0,1,0,0,3.55
ind-house,sector 41,3+,Old Property,Class D,Low Floor,North,8,5,3240.0,1,1,0,9.0
flat,sector 92,3,Relatively New,Class D,Low Floor,North-East,2,2,1000.0,0,0,1,0.5
flat,sector 108,2,Relatively New,Class C,Low Floor,North-East,3,3,1500.0,1,0,1,0.85
ind-house,sector 22,3+,Old Property,Class B,Low Floor,West,6,6,2368.0,0,1,0,4.7
flat,sector 59,3+,Relatively New,Class A,Middle Floor,North-West,4,4,4254.0,1,1,0,5.0
flat,sector 95,2,Relatively New,Class D,Low Floor,East,3,3,1800.0,0,0,1,0.72
flat,sector 78,1,Moderately Old,Class B,Middle Floor,South,2,2,1115.0,0,1,1,0.62
flat,sector 85,3+,Relatively New,Class D,Middle Floor,South,4,4,2549.0,1,0,1,2.3
ind-house,sector 24,3+,Old Property,Class D,Low Floor,East,8,11,5000.0,1,0,0,11.0
ind-house,sector 5,0,Relatively New,Class D,Low Floor,South,1,1,1000.0,0,0,1,0.85
flat,sector 65,3+,Relatively New,Class D,Low Floor,North-East,3,3,1650.0,1,0,0,2.8
flat,sector 82,3+,Relatively New,Class B,High Floor,West,4,6,4433.0,1,0,0,3.0
flat,sector 67a,2,New Property,Class B,Low Floor,North,3,3,1348.0,0,1,0,1.62
ind-house,sector 45,3+,Relatively New,Class B,Low Floor,East,6,7,4500.0,1,1,0,16.0
ind-house,sector 4,3,Old Property,Class D,Low Floor,East,4,4,160.0,0,0,0,2.3
ind-house,sector 51,3+,Relatively New,Class C,Low Floor,North-West,6,3,900.0,0,0,1,2.25
flat,sector 63a,3,Under Construction,Class D,Low Floor,East,3,3,2153.0,0,0,1,3.15
ind-house,sector 89,2,New Property,Class D,Middle Floor,North-East,2,2,1297.0,0,0,1,0.7
ind-house,sector 63a,3+,New Property,Class A,Low Floor,North-West,3,3,2771.0,1,0,0,3.85
flat,sector 61,3+,Under Construction,Class A,High Floor,South,3,4,1174.0,1,0,1,3.9
ind-house,sector 1,0,Moderately Old,Class D,Low Floor,North,6,7,4500.0,0,0,1,4.75
ind-house,sector 13,0,Moderately Old,Class D,Low Floor,North-East,6,6,192.0,0,0,1,0.62
flat,sector 1 imt manesar,3,Old Property,Class D,Low Floor,North,3,3,1900.0,1,0,2,0.9
flat,sector 48,3,Old Property,Class B,Middle Floor,South,3,3,2200.0,1,0,2,1.75
flat,sector 104,3+,Relatively New,Class A,High Floor,North-East,4,4,2800.0,1,1,0,2.52
flat,sector 92,3,Relatively New,Class C,High Floor,East,3,3,1793.0,1,0,0,1.55
flat,sector 58,3,Relatively New,Class D,High Floor,North-West,4,5,3182.0,1,0,0,4.85
flat,sector 102,3,Relatively New,Class D,Middle Floor,East,2,2,1102.0,0,0,1,1.28
flat,sector 107,2,Relatively New,Class D,Middle Floor,South-East,2,2,608.0,0,0,1,0.36
flat,sector 113,2,New Property,Class D,Middle Floor,East,3,2,1432.0,0,0,1,1.85
flat,sector 79,3,New Property,Class C,Middle Floor,North,3,3,1650.0,1,0,1,1.85
flat,sector 99a,2,New Property,Class C,Middle Floor,East,2,2,583.0,0,0,1,0.31
flat,sector 58,1,Relatively New,Class C,Middle Floor,North-East,2,2,1432.0,0,0,0,2.2
flat,sector 78,2,Under Construction,Class D,High Floor,North,1,2,824.0,0,0,1,1.2
flat,sector 86,1,Relatively New,Class B,Middle Floor,North-West,3,3,1749.0,0,0,1,1.35
flat,sector 66,3,Relatively New,Class D,Middle Floor,East,3,3,2000.0,1,0,0,2.99
flat,sector 79,3,Relatively New,Class D,High Floor,West,3,3,1351.0,0,0,0,1.2
flat,laxman vihar phase 2,1,Relatively New,Class D,Low Floor,East,1,1,500.0,0,0,1,0.21
flat,sector 36 sohna,3,Under Construction,Class D,Low Floor,South,3,2,980.0,0,0,1,0.72
ind-house,sector 33,3+,Relatively New,Class C,Low Floor,East,5,6,4680.0,1,0,1,11.5
flat,sector 81,3+,Relatively New,Class C,Middle Floor,North-West,3,3,1476.0,0,0,1,1.4
flat,sector 103,3,Relatively New,Class D,Low Floor,North-East,3,3,1845.0,0,0,1,1.57
flat,sector 51,3,Moderately Old,Class C,Low Floor,West,3,4,1773.0,0,1,1,1.7
flat,sector 108,2,Moderately Old,Class C,Middle Floor,South,2,2,1364.0,0,0,1,0.7
ind-house,sector 26,2,Relatively New,Class D,Low Floor,North-East,5,5,1783.0,1,0,1,7.0
flat,sector 106,3+,Relatively New,Class A,Middle Floor,North-West,4,6,1535.0,1,0,1,1.5
flat,sector 82,0,Relatively New,Class C,Low Floor,East,4,3,1800.0,0,0,1,1.45
flat,sector 24,3+,Old Property,Class B,Low Floor,East,3,4,3204.0,1,1,0,4.25
flat,sector 33,3+,Under Construction,Class D,Low Floor,South-East,2,2,1256.0,0,0,1,0.95
ind-house,sector 103,3+,Relatively New,Class B,Low Floor,North,4,4,3222.0,1,1,1,4.35
flat,sector 110 a,3+,Relatively New,Class B,Middle Floor,South-East,3,3,1850.0,1,0,0,1.8
flat,sector 108,3+,Relatively New,Class B,Low Floor,East,4,4,2631.0,1,0,1,2.08
ind-house,sector 104,1,Moderately Old,Class D,Low Floor,West,3,3,900.0,0,0,2,0.62
flat,sector 30,1,Old Property,Class D,Low Floor,West,2,2,734.0,0,0,0,0.85
flat,sector 80,3,Moderately Old,Class B,Middle Floor,North-West,3,3,1580.0,1,0,1,1.1
ind-house,sector 33,3+,Relatively New,Class D,Low Floor,North,6,5,4500.0,0,0,1,8.0
flat,sector 107,3,Relatively New,Class C,Middle Floor,South,2,2,1282.0,0,0,0,0.9
flat,sector 58,2,Relatively New,Class D,Middle Floor,North-East,2,2,1247.0,0,0,1,2.2
flat,sector 107,2,Relatively New,Class D,Middle Floor,West,2,2,543.0,0,0,1,0.28
flat,sector 106,3+,New Property,Class A,Low Floor,North-East,2,2,1120.0,0,0,1,0.87
ind-house,sector 52,3,New Property,Class D,Low Floor,South-East,3,3,1800.0,1,0,0,2.25
flat,sohna road,3,New Property,Class D,Middle Floor,North-East,2,2,1361.0,0,0,1,1.5
flat,sector 89,3,New Property,Class D,Low Floor,South,3,2,1000.0,0,0,1,1.16
flat,sector 63a,2,Under Construction,Class D,Low Floor,North-West,2,2,1167.0,0,0,1,1.55
flat,sector 79,3,Relatively New,Class A,High Floor,South-West,3,3,1155.0,0,0,1,1.25
ind-house,sector 26,3+,Moderately Old,Class C,Low Floor,North,5,6,4518.0,1,1,0,15.0
flat,sector 83,3,Relatively New,Class A,Low Floor,South,3,3,1600.0,1,0,0,1.72
ind-house,sector 17,3+,Old Property,Class D,Low Floor,North-West,2,6,1440.0,0,0,1,3.5
ind-house,sector 49,3,Moderately Old,Class C,Low Floor,East,3,3,1800.0,0,0,1,2.8
ind-house,sector 2,3+,Moderately Old,Class D,Low Floor,North-East,9,9,2430.0,0,0,0,5.7
flat,sector 84,3+,Relatively New,Class C,Middle Floor,West,2,2,1224.0,0,0,1,0.69
flat,sohna road,2,Under Construction,Class D,Middle Floor,South-East,2,2,1000.0,0,0,1,0.93
flat,sector 99a,1,Relatively New,Class C,Middle Floor,North-East,2,2,611.0,0,0,1,0.26
flat,sector 90,3+,Relatively New,Class A,High Floor,North-East,4,4,2458.0,1,1,1,1.95
flat,sector 85,3+,New Property,Class B,Middle Floor,West,3,4,2183.0,0,1,1,1.78
flat,sector 77,3,New Property,Class D,Low Floor,North-East,3,3,1600.0,1,0,0,1.79
flat,sector 24,3+,New Property,Class D,Low Floor,North-East,4,5,3889.0,1,0,2,6.5
ind-house,sector 47,3,Old Property,Class D,Low Floor,North-East,3,3,275.0,0,0,0,1.15
ind-house,sector 2,2,Old Property,Class D,Low Floor,South,6,6,3611.0,0,0,1,5.0
flat,sector 85,3,Relatively New,Class D,Middle Floor,East,3,4,2183.0,1,0,1,2.0
flat,sector 23a,2,Moderately Old,Class D,Low Floor,North-East,2,2,707.0,0,0,1,0.16
flat,sector 49,3+,Relatively New,Class D,Middle Floor,East,5,4,3225.0,1,0,1,4.16
flat,sector 37c,3+,New Property,Class D,Middle Floor,North-West,3,3,2211.0,1,0,1,1.44
flat,sector 49,3+,Moderately Old,Class B,Low Floor,East,3,4,2252.0,1,0,0,2.64
ind-house,sector 92,3,Relatively New,Class D,Low Floor,East,2,2,959.0,0,0,1,0.75
flat,sector 86,1,New Property,Class C,Middle Floor,North-East,2,2,557.0,0,0,1,0.43
flat,sector 106,3+,Under Construction,Class D,Middle Floor,North-East,3,3,2224.0,1,0,1,3.2
flat,sector 56,3+,Moderately Old,Class B,Middle Floor,North-East,3,3,2251.0,1,0,0,1.71
flat,sector-33 sohna,2,New Property,Class D,Low Floor,North,2,2,1097.0,0,0,1,1.3
flat,sector 48,3+,Relatively New,Class D,Low Floor,North-West,4,5,4422.0,1,0,1,11.25
flat,sector 79,3,New Property,Class D,Middle Floor,North-East,2,2,1387.0,0,0,1,0.95
flat,sector 49,3+,Moderately Old,Class B,Middle Floor,South-West,4,4,2160.0,1,0,1,2.9
flat,sector 92,3,Relatively New,Class B,Middle Floor,North,4,4,2518.0,1,0,1,1.18
flat,sector 113,3+,Relatively New,Class D,Low Floor,North-West,3,4,2217.0,1,0,0,2.7
flat,sector 86,3,Relatively New,Class D,Middle Floor,North-East,2,3,944.0,0,0,1,1.3
flat,sohna road,2,Relatively New,Class C,Low Floor,North-East,2,2,822.0,0,0,1,0.58
flat,sector 81,3+,Relatively New,Class A,Middle Floor,West,3,4,2090.0,1,0,2,2.25
flat,sector 103,3+,Relatively New,Class A,Low Floor,North-East,3,4,1733.0,1,0,1,0.99
flat,sector 95,1,Relatively New,Class C,Low Floor,South-West,1,1,407.0,0,0,1,0.2
flat,sector 86,3+,Relatively New,Class A,High Floor,West,3,3,1780.0,0,0,1,1.5
flat,sector 85,3,Relatively New,Class D,Low Floor,West,3,4,1390.0,1,0,0,0.8
flat,sector 108,3+,Relatively New,Class C,Low Floor,South,3,4,1500.29,1,0,0,1.6
flat,sector 66,3+,Relatively New,Class D,Middle Floor,East,4,5,2100.0,1,0,0,3.0
flat,sector 108,2,New Property,Class C,High Floor,North-East,3,3,2124.0,1,0,1,3.75
ind-house,sector 53,2,Relatively New,Class D,Low Floor,North,5,5,2250.0,0,0,1,4.0
flat,sector 69,1,Relatively New,Class C,Middle Floor,East,4,4,2186.0,0,0,1,2.0
flat,sector 107,3+,Relatively New,Class C,Low Floor,East,2,2,1238.0,0,0,1,0.88
flat,sector 84,3,Relatively New,Class C,High Floor,North-East,3,3,1836.0,1,0,1,0.9
flat,sector 65,3,Moderately Old,Class A,High Floor,North-East,3,4,2759.0,1,0,1,4.94
flat,dwarka expressway,3,New Property,Class D,Low Floor,North,3,3,1531.0,0,0,1,1.6
flat,sector 62,3,Relatively New,Class A,Middle Floor,North-East,5,7,4999.0,1,0,0,10.75
ind-house,sector 49,2,New Property,Class D,Low Floor,North,5,4,4500.0,0,0,1,6.75
flat,sector 82,2,Relatively New,Class B,Middle Floor,North-East,2,2,1296.0,0,0,1,0.85
ind-house,sector 6,2,Moderately Old,Class D,Low Floor,North,4,4,480.0,0,0,1,0.75
flat,sector 66,2,Relatively New,Class D,Middle Floor,South,2,2,1050.0,0,0,1,1.32
flat,sector 106,3+,Relatively New,Class A,Middle Floor,North-East,3,4,1186.0,1,0,1,1.2
flat,sector 66,3,Relatively New,Class C,Middle Floor,North,3,4,2150.0,1,0,1,3.5
flat,sector 37d,3+,Relatively New,Class B,Middle Floor,West,4,3,2091.0,0,0,0,1.65
flat,sector 22,3,Relatively New,Class B,Middle Floor,North-East,3,3,1860.0,0,0,2,2.55
flat,sector 90,1,New Property,Class D,Low Floor,West,2,2,696.0,0,0,0,0.45
flat,sector 85,2,Relatively New,Class D,Middle Floor,East,3,4,1616.0,1,0,0,1.25
flat,sector 103,3+,Relatively New,Class A,Middle Floor,East,4,6,2731.0,1,0,0,2.36
flat,sector 82,3+,Relatively New,Class C,Low Floor,West,4,5,2535.0,0,0,1,1.75
flat,sohna road,2,Relatively New,Class C,Low Floor,North-East,2,2,1146.0,0,0,1,0.78
flat,sector 2,1,Moderately Old,Class C,Middle Floor,North-East,1,1,666.0,0,0,0,0.6
flat,sector 51,0,Moderately Old,Class D,Low Floor,South-West,1,1,80.0,0,0,1,0.3
flat,sector 65,3+,New Property,Class B,Low Floor,North-East,3,3,1556.0,0,1,0,1.95
flat,sector 33,1,Relatively New,Class D,Low Floor,South,3,4,1423.0,1,0,1,1.55
flat,sector 69,3,Under Construction,Class D,Middle Floor,East,3,3,1893.0,0,0,1,1.8
flat,sector 89,2,New Property,Class D,Low Floor,East,3,3,1423.0,0,0,1,1.2
flat,sector 61,2,Under Construction,Class D,Low Floor,North-West,3,3,1811.0,0,0,1,2.2
ind-house,sector 4,2,Old Property,Class D,Low Floor,North-East,3,3,2250.0,0,0,1,3.3
flat,sector 50,3,Moderately Old,Class B,Middle Floor,North-East,3,3,2093.0,0,1,0,2.51
flat,sector 33,3+,Old Property,Class B,High Floor,South-East,4,4,4809.0,1,0,0,3.25
flat,sector 91,2,Relatively New,Class C,Middle Floor,East,2,2,1188.0,0,0,1,0.95
flat,sector 109,2,Relatively New,Class A,Middle Floor,North-West,3,3,2307.0,1,0,1,1.63
flat,sector 92,3,Relatively New,Class D,Low Floor,East,3,2,2350.0,0,0,1,1.1
flat,sector 89,2,New Property,Class C,Low Floor,North-East,2,3,1226.0,1,0,0,0.86
flat,sector 43,2,Moderately Old,Class C,Middle Floor,South-West,3,3,1276.0,0,0,1,2.0
flat,sector 65,2,Under Construction,Class D,Middle Floor,East,3,3,1657.0,0,0,1,2.44
flat,sector 103,3+,Relatively New,Class A,Middle Floor,East,3,3,1673.0,0,0,1,1.33
flat,sector 109,3+,Relatively New,Class D,High Floor,North-East,3,3,1949.0,1,0,0,1.65
flat,sector 65,2,Relatively New,Class D,High Floor,North-East,3,4,3355.0,0,0,1,6.15
flat,sector 73,3,Under Construction,Class C,Low Floor,East,3,3,1622.0,1,0,1,0.9
flat,sector 47,2,Old Property,Class C,Low Floor,North-East,1,1,599.0,0,0,1,0.65
flat,manesar,2,Moderately Old,Class D,Middle Floor,East,3,2,1505.0,0,0,1,0.75
flat,sector 37c,3,Relatively New,Class D,Low Floor,North-West,3,3,1350.0,0,0,1,1.25
flat,sector 12,2,Old Property,Class D,Low Floor,North,3,4,2000.0,1,0,1,1.15
ind-house,sector 4,3+,Old Property,Class D,Low Floor,West,4,4,1800.0,0,0,1,1.1
flat,sector 85,3+,Relatively New,Class D,Low Floor,North-East,4,4,2225.0,0,0,1,2.03
flat,sector 102,3,Relatively New,Class D,Middle Floor,South-West,3,3,1415.0,1,0,1,1.4
ind-house,sector 14,3,Moderately Old,Class D,Low Floor,South,3,3,2250.0,0,0,1,5.0
flat,sector 82a,3+,Relatively New,Class D,Low Floor,East,4,4,2273.0,0,0,1,2.6
flat,sector 69,1,Relatively New,Class A,Middle Floor,North-West,3,3,1394.0,0,0,0,1.4
flat,sector 92,2,Under Construction,Class D,Middle Floor,East,3,2,1143.0,0,0,1,0.61
flat,sector 69,3,Relatively New,Class D,High Floor,South-West,3,3,1643.0,0,0,1,2.06
flat,sector 81,3+,Relatively New,Class B,Middle Floor,West,3,4,2300.0,1,1,0,2.25
flat,sector 48,3+,Relatively New,Class A,Middle Floor,North-East,3,3,2000.0,1,0,0,2.7
flat,sector 102,3+,Relatively New,Class A,Middle Floor,North-East,4,5,2600.0,1,0,0,2.5
flat,sector 28,3,Moderately Old,Class B,Middle Floor,North-East,3,3,1777.0,1,0,1,2.3
flat,sector 77,3,Relatively New,Class B,Middle Floor,South,4,3,1768.0,1,0,1,1.64
flat,sohna road,3+,Relatively New,Class A,Middle Floor,East,2,2,1132.0,0,0,1,0.96
ind-house,sector 81,3,Under Construction,Class C,Low Floor,East,3,2,1095.0,0,0,1,0.75
flat,sector 92,3,Under Construction,Class D,Middle Floor,South-East,2,2,1197.0,0,0,1,0.6
flat,sohna road,3,New Property,Class C,Low Floor,South,2,2,913.0,0,0,1,0.56
flat,sohna road,2,Relatively New,Class D,Low Floor,South,2,2,711.0,0,0,1,0.3
flat,sector 36a,1,Relatively New,Class D,Low Floor,West,1,1,436.0,0,0,1,0.4
flat,sector 90,3+,Relatively New,Class A,High Floor,North-East,4,4,2514.0,1,1,0,1.9
flat,sector 70a,3,Relatively New,Class A,Middle Floor,South,3,4,2131.0,1,1,0,2.5
flat,sector 106,2,Relatively New,Class D,Low Floor,East,3,2,1359.0,0,0,1,1.82
ind-house,sector 63a,3+,Under Construction,Class D,Low Floor,East,6,6,3132.0,0,1,1,8.5
ind-house,sector 70a,3+,Relatively New,Class A,Low Floor,North-East,3,3,1611.0,0,0,0,1.18
flat,sector 65,3,Relatively New,Class D,Low Floor,North-East,3,4,2803.0,1,0,1,5.5
ind-house,sector 12a,0,Moderately Old,Class D,Low Floor,North-East,3,3,200.0,0,0,1,1.7
flat,sector 81,3+,Relatively New,Class B,Low Floor,South,3,3,1883.0,1,0,2,2.21
flat,sector 84,3+,Relatively New,Class C,Middle Floor,North,4,4,1899.0,1,0,1,1.02
ind-house,sector 48,3,Moderately Old,Class C,Low Floor,North-West,5,6,8250.0,1,0,1,22.0
ind-house,sector 15,2,Old Property,Class D,Low Floor,East,5,5,4518.0,0,0,1,10.0
flat,sector 60,3,Relatively New,Class A,Low Floor,South-East,3,3,2400.0,1,0,0,2.82
ind-house,patel nagar,1,Old Property,Class D,Low Floor,North-East,4,3,1800.0,0,0,1,1.8
ind-house,sector 26,2,Moderately Old,Class B,Low Floor,East,5,5,4518.0,1,0,0,13.5
flat,sector 70a,3+,New Property,Class B,Low Floor,North-East,3,3,1950.0,1,0,1,1.64
flat,sector 84,1,Relatively New,Class C,Low Floor,East,2,2,537.0,0,1,0,0.34
flat,sector 86,3,Moderately Old,Class B,Middle Floor,West,3,3,1750.0,1,0,1,1.3
flat,sector 70,3,Relatively New,Class D,Middle Floor,South-East,3,4,1529.0,1,0,0,1.65
flat,sector-33 sohna,3+,Under Construction,Class C,Low Floor,South-East,2,2,1539.0,0,0,1,1.5
flat,sector 72,3+,Moderately Old,Class D,Middle Floor,North-East,3,4,2185.0,1,0,1,3.4
flat,sector 113,3,Relatively New,Class A,Low Floor,North-West,3,4,2150.0,1,0,1,3.05
flat,sector 95,0,Relatively New,Class D,Middle Floor,South-East,2,2,637.0,0,0,1,0.35
flat,sector 81,3+,Old Property,Class B,Middle Floor,North,3,3,1989.0,0,0,1,1.35
flat,sector 43,3+,Moderately Old,Class D,High Floor,North,4,4,2801.0,0,0,1,5.8
flat,sector 85,3,Relatively New,Class A,Middle Floor,North,2,2,1630.0,0,1,1,1.11
flat,sector 37c,3,Relatively New,Class B,Middle Floor,South-East,3,4,1665.0,0,0,1,1.22
flat,sohna road,3,New Property,Class B,Low Floor,South,2,2,913.0,0,0,1,0.56
flat,sector 28,2,Old Property,Class C,Middle Floor,East,2,2,1120.0,0,1,1,1.35
flat,sector 86,1,Relatively New,Class D,Middle Floor,North-East,2,2,578.0,0,0,1,0.5
flat,sector 104,3+,New Property,Class D,Middle Floor,North-East,4,4,2856.0,1,0,1,2.5
flat,sector 56,3+,Old Property,Class A,Low Floor,North-East,3,3,1450.0,0,0,1,1.37
flat,sector 81,3+,Relatively New,Class D,Middle Floor,East,3,4,2280.0,1,0,0,2.3
flat,sector 68,3,New Property,Class D,Low Floor,North-West,2,2,939.0,0,0,1,1.25
flat,sector 108,2,Relatively New,Class C,Middle Floor,East,3,3,1711.0,0,0,1,2.6
flat,sector 82,2,Relatively New,Class B,Middle Floor,East,2,2,1301.0,0,0,0,0.94
ind-house,b block sushant lok phase 1,3+,Moderately Old,Class C,Low Floor,West,5,6,2700.0,1,1,0,8.25
flat,new palam vihar,2,Relatively New,Class D,Low Floor,South,2,2,73.0,0,0,1,1.6
ind-house,sector 12,2,Relatively New,Class D,Low Floor,North,2,4,846.0,0,0,0,1.2
flat,sector 76,2,Under Construction,Class C,Low Floor,North-East,3,3,1516.0,0,0,1,1.9
flat,sector 109,2,Relatively New,Class D,Middle Floor,North-East,4,4,2384.0,1,0,1,1.97
ind-house,sector 46,3+,Moderately Old,Class C,Low Floor,South-East,5,5,1449.0,1,0,0,3.6
flat,sector 99a,3,Relatively New,Class A,Low Floor,North,2,2,1430.0,0,0,1,1.02
flat,sector 56,3+,Relatively New,Class B,Low Floor,West,4,4,2900.0,0,0,0,2.45
flat,sector 81,3+,Relatively New,Class B,Middle Floor,South,3,2,1465.0,0,0,0,1.15
ind-house,sector 45,3+,Moderately Old,Class C,Low Floor,North-East,6,6,3240.0,1,1,0,10.0
